28 34 14799
12042 12847.5 14823 21600 6950
regional : 577376, -2049, 5057, 95.15, 116400, 1
major : 573980, 264, -242, 48.84, 248250, 3
regional : 170683, 2611, 5450, 75.24, 131400, 2
regional : 954360, 3915, -35, 94.82, 147400, 2
major : 387608, -1104, -675, 55.11, 177750, 2
major : 315848, 302, 6203, 50.49, 235000, 3
major : 561317, -201, 1964, 76.67, 208750, 1
regional : 247240, 6779, 723, 68.64, 139000, 2
regional : 534531, -2836, 4332, 98.56, 147800, 2
regional : 421291, 708, -283, 74.36, 113600, 2
regional : 244032, 452, 5365, 71.72, 157800, 2
regional : 901768, -1650, -1155, 69.85, 100800, 2
major : 337164, 19, 1445, 48.73, 212750, 2
regional : 420310, -437, 1136, 100.98, 168200, 1
major : 614004, -6396, -1861, 69.41, 140250, 3
regional : 730621, -4401, -2690, 108.02, 143000, 2
major : 766338, -515, -2242, 74.58, 237250, 2
regional : 591766, -1370, 4486, 77.22, 120600, 2
regional : 317969, -2073, -5250, 75.35, 135200, 2
major : 611038, -1520, -720, 69.96, 141750, 3
regional : 328140, 231, 2743, 82.61, 103800, 2
hub : 927166, 6657, 236, 56.43, 186000, 4
regional : 761992, 505, 456, 79.86, 125600, 2
regional : 230731, -3079, -6282, 79.2, 163200, 1
major : 948108, -198, 30, 70.84, 241750, 2
regional : 871898, 2698, -5895, 97.13, 130000, 2
regional : 548890, -5879, -3738, 98.67, 173400, 1
regional : 927692, 1091, 3942, 100.21, 180000, 1
regional : 227851, -1777, -2663, 92.73, 100600, 1
major : 530421, 266, -996, 65.12, 169750, 2
major : 828895, 2449, -2059, 49.06, 176500, 2
hub : 240748, -1189, 1453, 66.0, 297900, 5
regional : 229431, 280, -4859, 105.49, 152600, 1
hub : 545206, -1048, -2798, 42.24, 191100, 4
business : 3437380050, 194, 4, [337164, 573980]
economy : 4719104259, 118, 3, [573980, 170683]
business : 2005263246, 194, 1, [315848, 227851]
economy : 1453865286, 122, 2, [534531, 828895]
economy : 3659985541, 117, 2, [317969, 548890]
economy : 1459935588, 185, 10, [927692, 317969]
business : 7625981961, 112, 5, [534531, 548890]
economy : 6136798761, 50, 2, [561317, 229431]
business : 1928118552, 66, 3, [761992, 337164]
economy : 9411381997, 111, 0, [328140, 170683]
economy : 3008360739, 170, 1, [230731, 954360]
economy : 5722635074, 123, 0, [240748, 230731]
economy : 8311167776, 148, 1, [170683, 545206]
first : 6590021199, 176, 2, [591766, 927692]
economy : 9390112386, 199, 0, [230731, 240748]
economy : 7117427770, 74, 0, [230731, 420310]
business : 2950133172, 123, 4, [534531, 871898]
economy : 7994827759, 187, 1, [730621, 317969]
economy : 3134816365, 106, 3, [244032, 545206]
economy : 5565287228, 169, 1, [573980, 230731]
economy : 6383883683, 119, 0, [614004, 871898]
economy : 7207188384, 61, 1, [561317, 591766]
business : 9416849252, 166, 6, [871898, 534531]
business : 9275631759, 67, 3, [421291, 244032]
economy : 5576443610, 170, 2, [530421, 170683]
economy : 3466134827, 96, 5, [227851, 534531]
economy : 4004364188, 103, 0, [761992, 337164]
economy : 4384319682, 79, 2, [328140, 730621]
economy : 1918934805, 158, 10, [548890, 420310]
economy : 4924046552, 60, 2, [230731, 577376]
economy : 7698211627, 57, 5, [614004, 577376]
business : 1690397647, 134, 3, [730621, 240748]
economy : 9427941254, 143, 2, [315848, 901768]
economy : 9346440683, 152, 1, [229431, 420310]
economy : 3503302120, 183, 2, [766338, 530421]
economy : 4354064687, 99, 8, [420310, 927692]
economy : 5083066531, 126, 0, [420310, 948108]
business : 5890239970, 56, 1, [230731, 591766]
economy : 9878286816, 124, 2, [421291, 545206]
luxury : 5555112306, 68, 2, [871898, 227851]
business : 9795473652, 156, 3, [561317, 230731]
economy : 7426598804, 148, 0, [421291, 828895]
economy : 3049731413, 141, 4, [337164, 247240]
economy : 4951049121, 118, 6, [530421, 317969]
economy : 8733975009, 130, 2, [227851, 387608]
first : 7034778223, 151, 1, [337164, 927692]
business : 2251910454, 171, 2, [927692, 421291]
economy : 4454765775, 136, 0, [614004, 317969]
first : 6063358624, 82, 4, [591766, 954360]
business : 4292893606, 47, 7, [828895, 328140]
business : 4009652922, 58, 0, [315848, 828895]
economy : 2396694348, 165, 6, [387608, 766338]
economy : 9816689612, 51, 2, [244032, 230731]
business : 4067778666, 124, 1, [230731, 337164]
economy : 4837009778, 60, 1, [227851, 954360]
economy : 6025822896, 109, 1, [240748, 954360]
economy : 8586562195, 90, 5, [337164, 421291]
economy : 4355620739, 72, 5, [927166, 954360]
economy : 9450015439, 75, 2, [387608, 927166]
economy : 6251307780, 62, 3, [530421, 927692]
economy : 9451753289, 112, 2, [230731, 577376]
business : 4275163755, 159, 1, [828895, 534531]
business : 4165542136, 197, 1, [421291, 315848]
economy : 8752413571, 62, 4, [227851, 229431]
economy : 4970803030, 129, 1, [244032, 317969]
business : 1267525932, 122, 7, [240748, 230731]
economy : 5756985453, 97, 2, [247240, 534531]
business : 2035336477, 122, 0, [761992, 548890]
economy : 5720148153, 106, 0, [573980, 337164]
business : 9007590621, 159, 2, [170683, 244032]
business : 4070838302, 117, 6, [545206, 730621]
business : 6864920100, 83, 10, [561317, 927166]
economy : 4850567285, 140, 2, [530421, 328140]
economy : 3616295567, 72, 2, [591766, 247240]
business : 9089334676, 81, 3, [828895, 577376]
economy : 3536169661, 68, 2, [611038, 170683]
economy : 3032824090, 58, 1, [948108, 244032]
business : 1700860994, 53, 1, [761992, 730621]
economy : 7624689432, 55, 8, [317969, 948108]
economy : 3001901037, 68, 2, [948108, 577376]
economy : 1925478708, 156, 1, [901768, 530421]
first : 1051890625, 121, 3, [421291, 591766]
first : 5191854127, 75, 0, [573980, 871898]
economy : 2510081299, 88, 3, [315848, 954360]
economy : 9730973081, 163, 1, [240748, 577376]
economy : 1611108083, 42, 1, [611038, 315848]
business : 3257775884, 159, 1, [247240, 240748]
economy : 7645077432, 75, 2, [948108, 591766]
business : 4882747897, 162, 3, [230731, 337164]
economy : 7721739225, 161, 1, [229431, 170683]
economy : 2854484711, 137, 1, [901768, 730621]
first : 4990384259, 152, 2, [614004, 871898]
economy : 8923580534, 90, 1, [328140, 170683]
economy : 3154790562, 142, 0, [948108, 954360]
economy : 3043156192, 61, 3, [871898, 530421]
first : 2156503563, 47, 0, [871898, 240748]
economy : 5964778878, 75, 2, [828895, 240748]
economy : 1133567658, 88, 1, [229431, 828895]
economy : 8788702134, 190, 1, [317969, 611038]
first : 3489853525, 110, 3, [530421, 611038]
economy : 5698146792, 58, 0, [573980, 244032]
economy : 2194025244, 120, 3, [545206, 227851]
economy : 8767452995, 187, 9, [545206, 927692]
business : 5182638760, 154, 1, [761992, 730621]
economy : 5185504733, 67, 10, [328140, 614004]
economy : 4855168014, 143, 2, [337164, 315848]
economy : 4695672432, 132, 1, [591766, 730621]
first : 8581829609, 68, 2, [561317, 170683]
economy : 4304210777, 66, 1, [828895, 927166]
economy : 7440214818, 69, 2, [530421, 591766]
economy : 5883822933, 132, 0, [766338, 901768]
economy : 4001783611, 193, 2, [871898, 730621]
first : 4189995495, 73, 1, [927692, 337164]
economy : 8800224026, 181, 4, [170683, 317969]
economy : 6480542006, 169, 10, [948108, 337164]
economy : 1451416818, 184, 10, [534531, 901768]
business : 9094479062, 130, 1, [591766, 954360]
economy : 5469383060, 177, 5, [534531, 240748]
economy : 4903403052, 139, 2, [927692, 591766]
economy : 9953070286, 180, 1, [170683, 421291]
economy : 2542115544, 79, 2, [871898, 614004]
economy : 3746309940, 121, 0, [420310, 901768]
first : 4033947351, 64, 1, [170683, 337164]
business : 3349214484, 46, 1, [229431, 545206]
economy : 6282107601, 138, 2, [548890, 229431]
economy : 3176868014, 195, 2, [421291, 577376]
economy : 7428972699, 159, 0, [420310, 577376]
business : 3773032948, 168, 3, [315848, 337164]
economy : 5831458420, 183, 1, [530421, 229431]
economy : 1056428722, 90, 0, [954360, 614004]
economy : 8854717749, 196, 1, [170683, 229431]
economy : 2751630296, 141, 2, [315848, 927166]
economy : 5961430651, 187, 5, [530421, 170683]
economy : 2606279749, 119, 2, [577376, 545206]
economy : 6409158618, 40, 3, [230731, 328140]
economy : 5803552296, 72, 8, [170683, 766338]
economy : 8614579017, 135, 0, [611038, 230731]
economy : 3378629335, 140, 1, [901768, 530421]
economy : 1809803619, 122, 4, [421291, 170683]
economy : 8520194965, 143, 1, [421291, 577376]
business : 7324999776, 81, 2, [614004, 317969]
business : 1603323708, 183, 2, [614004, 530421]
economy : 1066056511, 199, 2, [337164, 317969]
economy : 6218359857, 180, 6, [317969, 530421]
economy : 6988745948, 90, 10, [420310, 387608]
business : 2811711832, 65, 2, [927166, 247240]
economy : 6967057174, 140, 1, [229431, 901768]
economy : 9531455398, 137, 2, [761992, 170683]
economy : 1415878576, 47, 8, [828895, 730621]
economy : 8385339666, 175, 7, [530421, 761992]
economy : 7148435357, 44, 3, [577376, 611038]
business : 6661541906, 97, 1, [337164, 421291]
economy : 6134092288, 116, 1, [828895, 730621]
business : 3533324543, 174, 9, [901768, 227851]
first : 4843795110, 185, 2, [573980, 948108]
economy : 4870159136, 53, 3, [240748, 328140]
business : 7050345048, 40, 1, [229431, 530421]
economy : 8355745922, 84, 1, [948108, 534531]
economy : 7783451313, 93, 5, [247240, 387608]
economy : 3645422943, 50, 9, [534531, 317969]
business : 9417228808, 103, 5, [244032, 240748]
economy : 3942552330, 147, 2, [761992, 530421]
business : 9924733421, 85, 5, [548890, 730621]
economy : 2064514160, 69, 0, [534531, 315848]
first : 2326941041, 81, 1, [927692, 948108]
economy : 3524919598, 150, 4, [548890, 227851]
economy : 3062943653, 170, 1, [247240, 611038]
business : 4756989685, 94, 1, [614004, 420310]
economy : 9192436520, 100, 1, [315848, 761992]
economy : 6532430811, 174, 2, [561317, 317969]
economy : 7857964368, 117, 7, [387608, 766338]
economy : 3289132950, 121, 5, [534531, 315848]
business : 1088967155, 100, 1, [730621, 614004]
first : 3914664482, 85, 1, [534531, 591766]
economy : 2255979269, 90, 2, [954360, 927692]
economy : 3695399815, 70, 2, [244032, 591766]
first : 9238774610, 107, 1, [229431, 420310]
business : 2815311470, 98, 1, [614004, 534531]
business : 7805617246, 68, 1, [240748, 561317]
economy : 5190894085, 175, 2, [901768, 611038]
luxury : 2379881932, 178, 2, [170683, 247240]
first : 2766835560, 81, 2, [315848, 954360]
economy : 8710404839, 70, 3, [317969, 229431]
business : 2024909094, 149, 9, [534531, 170683]
economy : 2673942025, 44, 3, [766338, 577376]
luxury : 3464524036, 68, 0, [766338, 761992]
economy : 3809321407, 78, 10, [170683, 420310]
economy : 9919302935, 162, 2, [614004, 927692]
economy : 2897168762, 81, 4, [614004, 730621]
business : 8187530581, 161, 0, [337164, 591766]
luxury : 9073505998, 182, 10, [828895, 244032]
luxury : 7007567086, 58, 1, [530421, 948108]
economy : 1742254062, 151, 4, [548890, 244032]
business : 4078303526, 185, 9, [573980, 577376]
economy : 5517046838, 94, 4, [730621, 170683]
economy : 8797414794, 114, 1, [766338, 927166]
economy : 7030743175, 172, 9, [766338, 828895]
economy : 7809794016, 98, 2, [828895, 591766]
economy : 9658311055, 147, 2, [561317, 548890]
economy : 9834189394, 175, 3, [545206, 948108]
economy : 8069801854, 176, 3, [534531, 761992]
business : 2491126424, 173, 0, [230731, 730621]
economy : 4262735266, 97, 2, [730621, 337164]
economy : 7949111520, 136, 1, [240748, 421291]
economy : 3085711459, 101, 1, [611038, 828895]
luxury : 9366468917, 84, 1, [545206, 761992]
economy : 6256330813, 58, 3, [317969, 871898]
business : 3209172812, 133, 2, [828895, 730621]
business : 9830709579, 163, 0, [229431, 761992]
economy : 7549177716, 83, 2, [421291, 591766]
luxury : 3289452298, 118, 1, [240748, 614004]
economy : 6389418687, 180, 8, [948108, 534531]
economy : 7119041109, 144, 1, [227851, 170683]
economy : 2186723858, 171, 2, [927166, 240748]
economy : 3835748180, 81, 3, [315848, 387608]
business : 7115916341, 139, 6, [766338, 170683]
economy : 9407453731, 67, 2, [561317, 577376]
economy : 4722951024, 176, 8, [761992, 548890]
economy : 2238140342, 123, 1, [420310, 948108]
economy : 9319270276, 111, 2, [730621, 247240]
economy : 7592740161, 55, 1, [420310, 328140]
luxury : 6291006099, 104, 6, [337164, 591766]
business : 1152223047, 177, 5, [927166, 611038]
economy : 7835686162, 200, 1, [901768, 530421]
economy : 7006242310, 60, 4, [561317, 229431]
economy : 9764173342, 109, 1, [614004, 315848]
first : 1659809975, 193, 2, [387608, 901768]
economy : 8472114430, 56, 2, [901768, 317969]
business : 3006584236, 124, 1, [927692, 170683]
economy : 1226532960, 75, 0, [761992, 927692]
economy : 1375937633, 87, 1, [328140, 534531]
first : 6210963852, 200, 4, [227851, 244032]
economy : 8178531420, 67, 0, [766338, 611038]
business : 8540726095, 162, 1, [421291, 315848]
business : 6875879361, 149, 6, [317969, 247240]
economy : 1673377343, 54, 2, [317969, 337164]
economy : 7305285519, 113, 5, [317969, 766338]
economy : 1085658864, 89, 0, [170683, 530421]
business : 4985127649, 67, 2, [591766, 420310]
economy : 2457800720, 60, 2, [229431, 240748]
economy : 8618011145, 89, 2, [420310, 766338]
economy : 1560916023, 68, 1, [761992, 421291]
economy : 2880025629, 146, 2, [954360, 927166]
business : 5433838091, 192, 1, [730621, 337164]
economy : 7708192502, 101, 1, [548890, 730621]
economy : 4274569490, 158, 2, [387608, 170683]
economy : 3039538451, 78, 2, [328140, 591766]
economy : 2036557093, 50, 5, [337164, 927692]
economy : 4749882392, 40, 0, [530421, 577376]
economy : 9588479416, 63, 1, [828895, 591766]
business : 4395769259, 54, 2, [766338, 730621]
business : 3328609167, 198, 0, [387608, 591766]
economy : 8126487514, 197, 0, [927692, 828895]
economy : 4889489423, 143, 8, [387608, 240748]
economy : 7350344086, 59, 2, [577376, 229431]
economy : 9232750790, 126, 0, [230731, 591766]
first : 5557919973, 55, 0, [421291, 170683]
economy : 8442735960, 75, 1, [387608, 927166]
economy : 3956023306, 115, 1, [421291, 730621]
economy : 9153095358, 181, 5, [577376, 315848]
business : 7191695364, 89, 5, [421291, 229431]
economy : 3565728985, 183, 2, [244032, 591766]
economy : 4004365145, 110, 2, [421291, 591766]
luxury : 5987498417, 129, 2, [766338, 561317]
economy : 7346926569, 73, 1, [730621, 421291]
economy : 2516114543, 198, 8, [230731, 421291]
economy : 6453063928, 129, 10, [244032, 229431]
economy : 6931783296, 109, 1, [761992, 730621]
business : 5086583782, 103, 1, [534531, 227851]
business : 4186066395, 185, 2, [170683, 573980]
business : 5043986653, 186, 2, [387608, 927692]
economy : 4641203457, 139, 3, [317969, 948108]
economy : 6366688034, 132, 5, [611038, 561317]
economy : 8132949900, 86, 3, [240748, 954360]
economy : 9109321351, 162, 1, [573980, 948108]
business : 9218320402, 165, 1, [545206, 927166]
economy : 8875989622, 131, 2, [591766, 247240]
business : 3754953962, 164, 0, [871898, 387608]
economy : 6456246537, 81, 0, [229431, 871898]
economy : 1771726712, 44, 3, [240748, 247240]
economy : 5408083932, 93, 1, [730621, 387608]
economy : 5672487467, 200, 3, [573980, 244032]
economy : 9472995176, 44, 2, [611038, 591766]
economy : 8730135110, 80, 3, [561317, 948108]
business : 2907889768, 140, 1, [315848, 591766]
economy : 3368487721, 131, 2, [828895, 317969]
economy : 9016191432, 131, 2, [871898, 534531]
business : 6828618916, 179, 2, [545206, 247240]
economy : 6749271313, 132, 2, [230731, 871898]
economy : 3773136782, 167, 0, [227851, 871898]
business : 3839522816, 144, 2, [573980, 229431]
business : 3997161565, 118, 4, [761992, 421291]
economy : 6856364347, 199, 0, [573980, 927166]
economy : 4245075095, 165, 6, [244032, 548890]
business : 5380381348, 125, 1, [766338, 421291]
economy : 6297536307, 84, 1, [591766, 420310]
economy : 8574049729, 57, 0, [948108, 247240]
economy : 7197710662, 160, 5, [315848, 573980]
business : 4482611061, 62, 0, [534531, 948108]
business : 5653177923, 125, 1, [611038, 948108]
economy : 8223439047, 49, 2, [240748, 614004]
first : 9238829919, 74, 2, [730621, 573980]
business : 6138802320, 136, 0, [244032, 534531]
economy : 7821408434, 156, 3, [614004, 901768]
economy : 4709228674, 140, 6, [421291, 611038]
economy : 9565700994, 173, 2, [573980, 534531]
economy : 9627876665, 191, 1, [421291, 229431]
economy : 3475800513, 148, 4, [244032, 828895]
economy : 9529486289, 98, 2, [548890, 614004]
economy : 6497003954, 160, 4, [247240, 244032]
economy : 1316679830, 180, 5, [170683, 591766]
economy : 1396052731, 107, 2, [954360, 315848]
economy : 8192928442, 106, 3, [761992, 230731]
economy : 9408715332, 106, 1, [577376, 530421]
economy : 8665115838, 192, 1, [954360, 766338]
economy : 2466945170, 88, 2, [561317, 420310]
first : 5523244450, 110, 1, [761992, 170683]
economy : 4592813010, 196, 10, [387608, 240748]
business : 2600370978, 96, 2, [611038, 561317]
economy : 6099257468, 137, 2, [573980, 927166]
economy : 2847049722, 132, 0, [761992, 766338]
economy : 3086712605, 129, 0, [766338, 548890]
economy : 7404269700, 169, 2, [387608, 561317]
economy : 9396802635, 87, 5, [871898, 387608]
economy : 4061845078, 64, 1, [871898, 927166]
economy : 7195286487, 120, 0, [170683, 420310]
economy : 1422569752, 70, 1, [948108, 530421]
business : 5455305773, 168, 1, [317969, 761992]
economy : 6847255160, 144, 3, [561317, 611038]
economy : 9243115424, 147, 2, [766338, 337164]
economy : 8453887101, 147, 3, [954360, 229431]
economy : 8453197494, 136, 8, [227851, 948108]
business : 7656774120, 60, 9, [614004, 573980]
economy : 4426388400, 108, 2, [530421, 337164]
economy : 1623172777, 170, 0, [317969, 611038]
economy : 9355995305, 71, 6, [244032, 230731]
economy : 6960227860, 158, 0, [328140, 591766]
economy : 8377005682, 193, 9, [548890, 828895]
business : 8757356048, 121, 2, [573980, 766338]
first : 3755010161, 167, 4, [730621, 573980]
business : 1010254147, 71, 1, [328140, 611038]
first : 1096267782, 127, 1, [530421, 545206]
business : 5567644342, 86, 0, [761992, 247240]
economy : 6860921280, 107, 0, [229431, 901768]
economy : 1591521686, 126, 2, [577376, 927692]
economy : 5501171128, 44, 0, [611038, 871898]
economy : 1267784144, 67, 3, [954360, 420310]
economy : 6801121301, 120, 1, [337164, 545206]
economy : 9264369567, 134, 1, [530421, 421291]
economy : 1936827052, 41, 3, [901768, 591766]
economy : 2120950269, 143, 2, [927166, 317969]
business : 3634572014, 53, 9, [577376, 573980]
economy : 4668125341, 67, 1, [766338, 240748]
luxury : 6072879763, 166, 1, [328140, 948108]
economy : 8977445661, 120, 0, [337164, 230731]
economy : 7942522792, 165, 1, [337164, 328140]
economy : 6367600138, 100, 1, [611038, 387608]
economy : 9687953337, 192, 2, [927692, 421291]
economy : 7896525666, 75, 0, [317969, 240748]
economy : 7752917074, 153, 3, [766338, 530421]
economy : 5783459804, 87, 1, [534531, 420310]
economy : 9896009820, 148, 1, [761992, 871898]
business : 1658932307, 194, 6, [328140, 948108]
economy : 5822200689, 109, 2, [247240, 591766]
business : 1422501659, 109, 1, [317969, 927166]
economy : 6657816338, 150, 2, [901768, 315848]
business : 6146341834, 45, 1, [229431, 337164]
economy : 2708094728, 97, 3, [766338, 230731]
economy : 4403757716, 180, 1, [591766, 828895]
business : 9137305980, 116, 2, [229431, 315848]
economy : 2291619599, 112, 2, [591766, 534531]
economy : 8826732017, 189, 3, [534531, 387608]
economy : 8830696338, 72, 1, [247240, 170683]
economy : 2891273372, 144, 2, [530421, 420310]
business : 7637723143, 164, 0, [871898, 730621]
economy : 9962398189, 192, 10, [230731, 545206]
business : 4814561285, 114, 1, [871898, 315848]
economy : 8279986315, 177, 1, [534531, 545206]
economy : 8286872737, 173, 2, [548890, 577376]
economy : 1807175594, 149, 5, [766338, 548890]
economy : 5309365258, 66, 2, [591766, 948108]
economy : 1697210398, 193, 4, [871898, 247240]
economy : 7655903803, 67, 1, [229431, 591766]
economy : 4460700886, 100, 1, [871898, 766338]
economy : 9726421510, 171, 2, [337164, 227851]
economy : 2244784264, 86, 2, [614004, 315848]
economy : 5777926912, 70, 4, [230731, 420310]
first : 7937836272, 110, 1, [534531, 421291]
economy : 7051495563, 189, 1, [421291, 871898]
economy : 9834626924, 138, 0, [387608, 247240]
business : 9576213342, 98, 1, [577376, 614004]
economy : 8029425870, 62, 2, [954360, 561317]
business : 2049883563, 119, 2, [244032, 328140]
economy : 3070362813, 164, 1, [730621, 420310]
business : 3657453877, 141, 2, [561317, 828895]
economy : 9721532586, 72, 3, [828895, 766338]
economy : 8839837482, 135, 2, [927692, 534531]
economy : 6870550634, 155, 1, [611038, 573980]
business : 3130594229, 59, 3, [240748, 730621]
luxury : 6636932376, 133, 2, [170683, 548890]
economy : 7282756129, 183, 5, [337164, 561317]
economy : 5387089680, 184, 4, [573980, 328140]
economy : 7606160445, 42, 2, [948108, 577376]
economy : 4789991166, 44, 1, [229431, 534531]
economy : 6655855908, 107, 2, [614004, 761992]
economy : 8201045384, 140, 1, [170683, 530421]
economy : 2957486601, 186, 0, [614004, 927692]
economy : 8242785727, 192, 3, [591766, 420310]
economy : 1419437057, 189, 7, [247240, 229431]
economy : 4144111681, 50, 0, [948108, 244032]
business : 9253887601, 131, 10, [317969, 577376]
economy : 5925387178, 74, 2, [421291, 317969]
economy : 6587388661, 150, 1, [328140, 828895]
economy : 4670605914, 97, 2, [530421, 828895]
business : 2779783953, 124, 3, [614004, 170683]
economy : 8571948398, 91, 1, [561317, 328140]
business : 8623666015, 60, 0, [577376, 766338]
economy : 4559230675, 188, 2, [573980, 766338]
luxury : 5855907526, 43, 0, [227851, 577376]
business : 1453241644, 153, 0, [227851, 730621]
economy : 1607629599, 199, 2, [954360, 548890]
economy : 7782515266, 183, 2, [244032, 614004]
economy : 8254478459, 94, 2, [948108, 545206]
economy : 4146840512, 50, 9, [927166, 948108]
economy : 9243316026, 88, 1, [573980, 730621]
economy : 5863406334, 142, 7, [315848, 421291]
economy : 7205194471, 128, 2, [548890, 244032]
economy : 1794628862, 121, 2, [227851, 240748]
business : 4968168646, 63, 1, [387608, 337164]
economy : 6122850507, 155, 2, [954360, 591766]
business : 3769730212, 117, 3, [421291, 611038]
economy : 3155455938, 46, 2, [611038, 317969]
economy : 6771090255, 157, 1, [227851, 761992]
economy : 8218548583, 159, 9, [387608, 591766]
economy : 9820924364, 106, 1, [227851, 591766]
economy : 2129967824, 136, 1, [244032, 927692]
business : 7937840889, 166, 2, [244032, 227851]
luxury : 3676191060, 198, 1, [573980, 591766]
economy : 9618791844, 177, 4, [170683, 545206]
economy : 4715568581, 63, 0, [420310, 387608]
economy : 6549814846, 156, 6, [927166, 577376]
first : 5876287001, 65, 1, [614004, 227851]
economy : 1326657107, 187, 5, [247240, 548890]
first : 9392562817, 98, 1, [548890, 927692]
economy : 9163493987, 108, 2, [530421, 761992]
business : 8293990195, 131, 1, [534531, 577376]
economy : 8241442473, 163, 3, [577376, 170683]
luxury : 5596372224, 86, 6, [421291, 227851]
business : 1427715111, 200, 3, [170683, 954360]
economy : 1075625121, 149, 1, [230731, 534531]
economy : 2027072223, 49, 1, [227851, 954360]
economy : 7388441542, 51, 7, [328140, 761992]
economy : 2656650914, 128, 3, [545206, 561317]
business : 8094633354, 90, 1, [577376, 420310]
