3 10 9729
11970 14445.0 18333 18360 6650
regional : 267593, 44, -1096, 74.03, 102600, 1
major : 781975, 1704, 0, 47.63, 237250, 2
major : 643504, -1624, -2096, 44.55, 194000, 2
major : 559233, 873, 443, 69.96, 196000, 1
hub : 919072, 134, -1780, 59.95, 253500, 2
major : 422578, 1878, 1496, 55.22, 199500, 1
regional : 655078, -736, 341, 94.49, 108000, 1
major : 954691, 2638, -1366, 53.46, 169250, 3
regional : 599912, 812, 29, 84.15, 148000, 1
major : 771686, -2117, 112, 69.52, 208000, 2
business : 7919823383, 163, 3, [267593, 771686]
economy : 4392519059, 41, 1, [781975, 267593]
economy : 7862643892, 173, 2, [954691, 781975]
economy : 1541176231, 118, 2, [267593, 559233]
economy : 5680569687, 163, 2, [919072, 422578]
economy : 2554206443, 172, 0, [422578, 267593]
first : 8677031334, 54, 2, [599912, 267593]
business : 7592477104, 182, 9, [919072, 954691]
economy : 6717774368, 136, 5, [559233, 655078]
luxury : 4727421332, 52, 1, [559233, 954691]
economy : 9296754043, 152, 2, [655078, 919072]
business : 2795880204, 66, 5, [954691, 655078]
economy : 9488574539, 196, 2, [599912, 643504]
business : 5641642972, 114, 1, [771686, 422578]
economy : 7775315163, 172, 5, [954691, 771686]
economy : 6960467492, 83, 1, [643504, 267593]
business : 2087406236, 44, 1, [599912, 919072]
business : 1854047378, 192, 3, [954691, 559233]
business : 4568310182, 96, 6, [422578, 919072]
economy : 1468161589, 76, 0, [919072, 643504]
business : 4240258918, 198, 2, [781975, 422578]
economy : 5082223681, 173, 0, [267593, 559233]
economy : 9501633910, 121, 1, [267593, 954691]
economy : 9818340581, 87, 3, [919072, 781975]
economy : 3392367746, 136, 0, [655078, 781975]
business : 5217313446, 155, 1, [919072, 771686]
luxury : 6144679269, 137, 1, [643504, 422578]
economy : 2597683152, 188, 2, [781975, 599912]
economy : 5619571948, 86, 1, [643504, 771686]
economy : 8857966087, 118, 0, [655078, 599912]
business : 3383140767, 125, 3, [643504, 599912]
business : 5351375535, 181, 0, [599912, 771686]
economy : 2943080653, 63, 1, [781975, 919072]
business : 8056128512, 101, 0, [781975, 919072]
economy : 4131594419, 170, 0, [422578, 599912]
economy : 5963415030, 105, 1, [422578, 954691]
economy : 8024340069, 71, 7, [954691, 643504]
economy : 9216341403, 88, 1, [655078, 559233]
economy : 9907351965, 125, 1, [267593, 919072]
economy : 9836014415, 43, 1, [267593, 643504]
economy : 6849611751, 165, 2, [954691, 559233]
economy : 4613826295, 116, 0, [267593, 599912]
economy : 2035473730, 145, 6, [655078, 771686]
economy : 7283651416, 152, 1, [919072, 559233]
luxury : 9560743716, 132, 2, [919072, 559233]
business : 5419990450, 44, 2, [954691, 655078]
economy : 9061688857, 108, 3, [771686, 422578]
economy : 5911238464, 59, 10, [781975, 771686]
economy : 4554044182, 59, 3, [771686, 599912]
economy : 9791519289, 93, 3, [267593, 954691]
economy : 8513294138, 181, 3, [771686, 422578]
business : 7280043493, 191, 5, [422578, 919072]
first : 3256273682, 174, 0, [771686, 559233]
economy : 2672056090, 112, 1, [919072, 422578]
economy : 1049308535, 179, 1, [599912, 781975]
first : 3902642586, 144, 5, [954691, 643504]
economy : 8022573134, 141, 6, [771686, 599912]
business : 2134009419, 70, 1, [599912, 655078]
economy : 6631792370, 188, 0, [781975, 655078]
economy : 5025124955, 162, 1, [781975, 267593]
economy : 7224503322, 175, 0, [267593, 559233]
economy : 2813348950, 49, 1, [643504, 655078]
luxury : 8303600765, 104, 5, [643504, 781975]
economy : 1020417948, 177, 1, [559233, 422578]
luxury : 8709436876, 151, 6, [771686, 422578]
economy : 3316595637, 164, 4, [267593, 643504]
economy : 7382779841, 184, 0, [771686, 599912]
business : 3626426417, 170, 10, [599912, 771686]
economy : 9883986533, 80, 2, [422578, 599912]
economy : 9206128194, 125, 2, [599912, 919072]
first : 8644569704, 132, 0, [643504, 655078]
economy : 3381069148, 70, 2, [599912, 267593]
economy : 5097810174, 69, 6, [422578, 267593]
economy : 3059995799, 64, 0, [919072, 655078]
business : 4508196989, 161, 3, [267593, 771686]
economy : 3944438436, 88, 0, [655078, 919072]
economy : 1702576788, 178, 2, [781975, 422578]
luxury : 9032930348, 184, 2, [655078, 954691]
economy : 8441213773, 93, 5, [771686, 267593]
economy : 3565179852, 164, 1, [422578, 267593]
economy : 3801139396, 50, 2, [559233, 781975]
economy : 4563949755, 165, 2, [781975, 267593]
economy : 4913625551, 173, 2, [781975, 599912]
economy : 8824883741, 86, 2, [954691, 771686]
economy : 8194882146, 164, 2, [954691, 781975]
business : 8550160263, 122, 7, [781975, 954691]
economy : 3790430195, 48, 1, [599912, 559233]
economy : 2898419590, 85, 8, [559233, 643504]
economy : 1583741047, 121, 2, [954691, 643504]
business : 1076704388, 143, 2, [781975, 422578]
economy : 6862325019, 197, 2, [559233, 655078]
business : 2872506209, 103, 2, [919072, 954691]
first : 4256843705, 75, 1, [599912, 919072]
first : 7940170893, 105, 2, [599912, 267593]
economy : 6007301886, 50, 6, [771686, 655078]
economy : 9088853532, 138, 2, [643504, 781975]
first : 8604712370, 63, 2, [643504, 919072]
economy : 6362238915, 163, 5, [422578, 559233]
economy : 8526333028, 139, 2, [599912, 422578]
economy : 9140081203, 81, 0, [655078, 781975]
economy : 6309532250, 192, 0, [643504, 422578]
first : 8945121412, 168, 4, [771686, 781975]
economy : 9779155386, 101, 1, [919072, 954691]
economy : 4027128514, 98, 1, [655078, 781975]
economy : 5951590095, 157, 2, [559233, 422578]
economy : 2339133439, 114, 10, [559233, 267593]
economy : 6945653834, 166, 1, [422578, 919072]
first : 2653888999, 62, 1, [559233, 422578]
economy : 6568794938, 157, 2, [599912, 954691]
business : 9831112246, 184, 6, [919072, 771686]
business : 6679394364, 153, 1, [599912, 919072]
business : 6816872764, 89, 2, [599912, 771686]
economy : 9179764066, 99, 1, [781975, 771686]
economy : 7601467319, 172, 9, [954691, 643504]
economy : 7831448521, 93, 1, [919072, 643504]
business : 2234207379, 191, 2, [781975, 599912]
business : 3489648410, 152, 0, [919072, 643504]
business : 4874915568, 172, 2, [267593, 954691]
economy : 6177454874, 51, 0, [599912, 954691]
economy : 1536753834, 72, 8, [643504, 919072]
economy : 8689817401, 81, 7, [954691, 771686]
economy : 8869724823, 63, 3, [599912, 919072]
business : 7043420059, 92, 2, [422578, 919072]
economy : 4149133136, 94, 0, [267593, 422578]
economy : 5296257016, 194, 1, [771686, 267593]
economy : 1189847749, 165, 5, [643504, 655078]
economy : 6241542096, 79, 3, [559233, 655078]
economy : 1650292956, 179, 1, [267593, 422578]
economy : 3584748390, 170, 3, [655078, 267593]
first : 9725544682, 173, 1, [919072, 954691]
economy : 4865075943, 150, 0, [771686, 781975]
economy : 8327665684, 96, 2, [655078, 954691]
economy : 2695867216, 97, 3, [954691, 559233]
business : 8264571288, 66, 1, [919072, 954691]
economy : 2986571887, 170, 1, [599912, 954691]
economy : 3959182128, 197, 7, [643504, 267593]
business : 8545472226, 103, 0, [655078, 919072]
business : 1145621895, 66, 1, [267593, 422578]
economy : 2737083061, 157, 2, [559233, 781975]
economy : 7172634784, 70, 3, [599912, 267593]
first : 5253989263, 61, 1, [559233, 954691]
economy : 1772058042, 131, 2, [643504, 267593]
luxury : 5331691991, 151, 3, [655078, 954691]
economy : 5105397241, 84, 1, [771686, 781975]
economy : 6216816136, 58, 2, [599912, 559233]
economy : 3037189359, 200, 0, [267593, 781975]
business : 1770673608, 164, 1, [771686, 267593]
economy : 5066457529, 174, 0, [919072, 559233]
economy : 8721517644, 179, 8, [422578, 267593]
economy : 3479144201, 180, 1, [599912, 643504]
economy : 6365739586, 75, 1, [599912, 559233]
business : 7611746439, 164, 2, [559233, 919072]
economy : 3352702757, 71, 2, [599912, 559233]
economy : 9752352439, 114, 1, [267593, 559233]
economy : 3256931750, 126, 2, [781975, 643504]
economy : 2155811564, 42, 2, [422578, 771686]
economy : 8149381998, 60, 2, [559233, 781975]
economy : 2842670985, 148, 0, [422578, 781975]
business : 2305924575, 42, 2, [771686, 559233]
business : 3409806821, 118, 2, [954691, 643504]
economy : 9857922612, 54, 4, [919072, 655078]
business : 6269771455, 85, 1, [954691, 643504]
first : 2108833097, 91, 2, [771686, 919072]
first : 5551193520, 152, 1, [954691, 643504]
economy : 2439776403, 116, 1, [919072, 771686]
economy : 5644089301, 191, 1, [643504, 655078]
economy : 7870949229, 124, 1, [954691, 422578]
economy : 3850120019, 75, 1, [422578, 643504]
economy : 5064203402, 61, 2, [422578, 954691]
business : 6583856230, 139, 1, [267593, 781975]
business : 4727023724, 143, 1, [771686, 643504]
economy : 7246963794, 197, 6, [781975, 919072]
economy : 3666179717, 70, 2, [954691, 643504]
business : 5531095611, 134, 1, [643504, 919072]
economy : 6255034219, 159, 1, [954691, 422578]
economy : 5169370374, 100, 0, [771686, 781975]
economy : 4190907402, 53, 1, [599912, 643504]
economy : 9434139597, 103, 2, [422578, 954691]
economy : 1545538407, 149, 2, [559233, 599912]
economy : 2814943497, 184, 0, [781975, 771686]
first : 3053478984, 199, 0, [781975, 267593]
business : 4947685686, 119, 1, [643504, 781975]
luxury : 8998449980, 149, 0, [422578, 655078]
economy : 9714538574, 98, 0, [954691, 267593]
economy : 8079011585, 52, 0, [954691, 643504]
business : 8498577853, 154, 1, [559233, 954691]
economy : 6798065302, 172, 4, [781975, 919072]
economy : 9795470362, 80, 3, [267593, 771686]
business : 9384096007, 94, 2, [954691, 422578]
economy : 2068606247, 90, 1, [267593, 954691]
economy : 8135452539, 166, 0, [655078, 954691]
economy : 3961414645, 75, 1, [919072, 267593]
economy : 5481778240, 198, 3, [781975, 643504]
economy : 5318860962, 55, 2, [599912, 422578]
business : 1612482449, 161, 0, [643504, 422578]
first : 6554800023, 189, 1, [643504, 919072]
economy : 4565036298, 199, 3, [559233, 267593]
economy : 4035640014, 87, 1, [781975, 267593]
economy : 6198237372, 59, 2, [643504, 599912]
economy : 5907450589, 198, 2, [599912, 781975]
economy : 1060264824, 116, 5, [422578, 643504]
business : 2241544888, 155, 1, [422578, 919072]
economy : 8954896567, 126, 1, [781975, 422578]
economy : 4887304534, 169, 10, [771686, 781975]
economy : 2240377382, 143, 4, [655078, 919072]
economy : 8567729775, 158, 3, [422578, 771686]
economy : 7406460239, 107, 1, [422578, 771686]
business : 5031395862, 144, 1, [643504, 559233]
business : 1100227092, 113, 1, [643504, 919072]
business : 4562095818, 89, 2, [771686, 781975]
economy : 7190586589, 189, 0, [771686, 599912]
first : 4675948883, 105, 8, [267593, 559233]
economy : 4071042670, 197, 0, [655078, 771686]
business : 5749276548, 182, 1, [643504, 267593]
economy : 3410180716, 90, 2, [954691, 422578]
economy : 5843137633, 57, 4, [267593, 771686]
economy : 7726102941, 93, 2, [954691, 919072]
economy : 1951128052, 105, 10, [781975, 954691]
economy : 4041764505, 102, 1, [771686, 655078]
economy : 3283297770, 130, 1, [643504, 781975]
business : 8028250440, 179, 2, [771686, 267593]
business : 9393975653, 176, 3, [559233, 771686]
economy : 3558891903, 117, 3, [781975, 559233]
economy : 7391572434, 163, 1, [655078, 599912]
economy : 1958223101, 100, 2, [267593, 655078]
first : 3250683220, 48, 0, [599912, 781975]
economy : 1158563725, 141, 2, [781975, 643504]
economy : 5239463429, 82, 8, [919072, 599912]
business : 9134602486, 64, 0, [771686, 954691]
economy : 7420613202, 59, 1, [655078, 422578]
business : 4758845376, 54, 2, [267593, 954691]
first : 5083657551, 141, 1, [781975, 954691]
economy : 9207635298, 120, 1, [599912, 954691]
economy : 5920513785, 186, 1, [655078, 781975]
business : 7980074336, 168, 1, [655078, 781975]
luxury : 1255653633, 43, 2, [422578, 781975]
business : 6733344473, 52, 3, [422578, 655078]
economy : 4360731001, 139, 2, [954691, 422578]
economy : 5191092750, 162, 1, [643504, 559233]
luxury : 4337647562, 135, 2, [954691, 267593]
business : 3586854976, 53, 2, [643504, 422578]
economy : 8278135685, 58, 1, [643504, 781975]
business : 2894904342, 108, 2, [655078, 267593]
economy : 9215411594, 101, 3, [599912, 422578]
first : 1185829813, 69, 2, [267593, 771686]
economy : 2714069653, 127, 6, [422578, 781975]
economy : 9213520893, 106, 3, [643504, 954691]
economy : 1905273700, 137, 2, [422578, 919072]
business : 9103867626, 172, 1, [267593, 599912]
economy : 4285939507, 65, 1, [655078, 599912]
business : 3300359662, 136, 1, [599912, 781975]
business : 5278770769, 88, 2, [559233, 919072]
economy : 7153388474, 81, 0, [655078, 599912]
economy : 6435989392, 118, 2, [771686, 643504]
first : 3272505753, 112, 3, [919072, 954691]
economy : 9215363529, 73, 1, [919072, 599912]
economy : 4537068559, 146, 6, [643504, 599912]
economy : 5897726934, 183, 4, [559233, 643504]
economy : 2514804365, 141, 0, [919072, 267593]
economy : 4395821623, 62, 0, [267593, 781975]
economy : 9326595145, 137, 1, [643504, 267593]
economy : 8584787942, 128, 1, [771686, 643504]
business : 2836571697, 58, 4, [422578, 655078]
economy : 5556122517, 165, 5, [655078, 422578]
economy : 7974485689, 144, 3, [422578, 771686]
economy : 2567966816, 187, 1, [599912, 954691]
economy : 6508227317, 122, 0, [599912, 919072]
economy : 6331970331, 132, 3, [267593, 422578]
business : 5187154915, 185, 2, [643504, 599912]
first : 7198130840, 75, 1, [781975, 599912]
first : 7812452395, 100, 7, [771686, 559233]
economy : 2123970018, 119, 0, [655078, 919072]
economy : 8457457518, 79, 2, [954691, 267593]
business : 4016737334, 175, 7, [599912, 655078]
luxury : 5559584621, 123, 2, [599912, 919072]
business : 5065640706, 131, 6, [781975, 422578]
economy : 5417510499, 91, 2, [559233, 781975]
economy : 2583957239, 95, 1, [599912, 919072]
business : 6160725805, 120, 2, [559233, 643504]
economy : 4635421236, 144, 6, [599912, 422578]
economy : 1301454732, 133, 2, [771686, 919072]
economy : 6407651348, 109, 1, [919072, 781975]
business : 5370477938, 165, 1, [771686, 643504]
economy : 8356516012, 163, 2, [781975, 267593]
economy : 7419958002, 199, 3, [655078, 559233]
business : 9184244802, 116, 0, [954691, 781975]
economy : 3747065050, 172, 6, [781975, 643504]
economy : 5204103589, 146, 1, [954691, 919072]
economy : 3361648943, 57, 2, [919072, 771686]
economy : 2663352903, 143, 3, [267593, 599912]
economy : 1714905280, 144, 0, [655078, 267593]
economy : 3120692706, 57, 1, [919072, 267593]
economy : 1133657059, 134, 2, [559233, 267593]
economy : 4376331552, 131, 1, [559233, 655078]
economy : 3793483476, 60, 6, [643504, 655078]
luxury : 2611747674, 149, 6, [781975, 643504]
economy : 5209984839, 192, 3, [559233, 655078]
economy : 3486783463, 91, 1, [771686, 954691]
economy : 5906563334, 53, 2, [781975, 559233]
business : 5049304854, 106, 4, [655078, 781975]
business : 3616854869, 65, 3, [267593, 422578]
economy : 1824252832, 120, 6, [422578, 643504]
economy : 6718204140, 169, 2, [781975, 267593]
business : 1554664552, 111, 1, [267593, 643504]
economy : 2289297903, 140, 2, [655078, 559233]
economy : 8953252751, 171, 1, [919072, 781975]
economy : 7974705464, 90, 2, [559233, 781975]
economy : 6721488334, 163, 6, [781975, 559233]
business : 9783554268, 111, 1, [781975, 919072]
economy : 8152208926, 52, 2, [655078, 267593]
economy : 5092325766, 48, 2, [643504, 771686]
economy : 3216315289, 194, 0, [643504, 781975]
economy : 1131977947, 189, 3, [919072, 655078]
economy : 4911170562, 112, 1, [655078, 643504]
economy : 1975555543, 60, 1, [422578, 655078]
economy : 2111470590, 148, 2, [559233, 919072]
economy : 1856821428, 107, 0, [267593, 655078]
business : 1292590908, 90, 4, [954691, 771686]
economy : 9202218177, 86, 0, [599912, 559233]
economy : 8143454024, 170, 2, [267593, 771686]
business : 5585545505, 85, 0, [267593, 781975]
economy : 2707364166, 107, 2, [919072, 599912]
economy : 7793636056, 142, 1, [643504, 267593]
economy : 8683230349, 97, 0, [919072, 954691]
economy : 8597082419, 119, 1, [771686, 267593]
economy : 8241764674, 73, 2, [771686, 422578]
business : 2801782850, 175, 7, [781975, 422578]
economy : 6909554073, 69, 9, [771686, 599912]
economy : 5191515756, 119, 9, [267593, 599912]
business : 5357708432, 77, 1, [643504, 267593]
economy : 9754712390, 93, 1, [599912, 422578]
business : 5668880604, 133, 2, [655078, 267593]
economy : 6198464277, 55, 6, [919072, 643504]
economy : 9401863058, 141, 1, [643504, 422578]
business : 9708878775, 43, 3, [422578, 559233]
economy : 5611274069, 80, 1, [919072, 267593]
economy : 3991957044, 42, 0, [643504, 559233]
economy : 5980717725, 131, 0, [954691, 599912]
business : 5258213026, 167, 1, [771686, 559233]
economy : 4170843276, 192, 1, [267593, 559233]
economy : 8298783038, 48, 1, [422578, 643504]
economy : 2785874492, 150, 1, [559233, 655078]
economy : 8799698660, 148, 0, [267593, 643504]
economy : 6577216437, 186, 9, [559233, 422578]
economy : 3326473592, 43, 1, [267593, 954691]
economy : 7102439845, 128, 5, [422578, 771686]
economy : 2603678141, 163, 1, [954691, 267593]
economy : 1859744448, 174, 1, [643504, 954691]
business : 7408448096, 117, 1, [771686, 267593]
economy : 8173384905, 46, 0, [919072, 422578]
business : 8632154343, 136, 6, [919072, 559233]
business : 3648002137, 129, 2, [267593, 954691]
economy : 8969134559, 123, 1, [267593, 599912]
economy : 3054211796, 146, 0, [267593, 422578]
economy : 7305418941, 61, 3, [267593, 919072]
economy : 3571559792, 165, 1, [422578, 559233]
business : 3140532061, 50, 2, [267593, 954691]
economy : 8697887089, 89, 2, [954691, 655078]
economy : 3332121299, 120, 3, [599912, 781975]
economy : 3204409074, 49, 1, [422578, 599912]
business : 8853005815, 160, 9, [781975, 599912]
economy : 1237898879, 123, 0, [267593, 771686]
economy : 4726265685, 108, 4, [954691, 267593]
economy : 4132260103, 155, 2, [919072, 655078]
economy : 7954780137, 74, 2, [771686, 559233]
economy : 4610666569, 121, 4, [781975, 954691]
economy : 8838212445, 160, 4, [781975, 919072]
economy : 8901474528, 101, 2, [422578, 559233]
business : 9482954336, 67, 3, [771686, 267593]
economy : 1081477266, 149, 1, [422578, 599912]
luxury : 1482267385, 42, 0, [771686, 422578]
business : 8587270147, 179, 1, [599912, 422578]
economy : 9831401733, 135, 0, [771686, 599912]
economy : 1744597648, 144, 7, [655078, 422578]
economy : 6127977536, 50, 10, [655078, 781975]
economy : 2129779235, 156, 1, [422578, 954691]
economy : 3017412533, 124, 2, [422578, 559233]
economy : 2628573020, 64, 1, [559233, 655078]
economy : 4134931488, 103, 5, [954691, 919072]
economy : 9220166913, 46, 1, [267593, 655078]
economy : 1035426660, 79, 0, [422578, 781975]
economy : 5730595309, 166, 3, [919072, 422578]
business : 1041244697, 141, 4, [771686, 267593]
economy : 6446647853, 149, 1, [655078, 919072]
economy : 1883359057, 90, 4, [643504, 771686]
business : 4060760621, 108, 1, [422578, 771686]
economy : 4933877475, 46, 0, [643504, 781975]
economy : 3934482375, 89, 0, [643504, 919072]
economy : 1138369823, 64, 3, [422578, 954691]
economy : 9845626306, 67, 4, [954691, 599912]
business : 7262009208, 114, 2, [422578, 655078]
economy : 3941182113, 73, 6, [954691, 643504]
economy : 1910278427, 135, 2, [655078, 559233]
first : 1973347636, 166, 2, [919072, 422578]
business : 1872025424, 74, 1, [267593, 954691]
economy : 5782887677, 116, 4, [267593, 781975]
luxury : 9541371828, 111, 8, [422578, 771686]
economy : 3251114151, 165, 1, [599912, 919072]
business : 1887809703, 47, 4, [559233, 655078]
business : 5381075170, 152, 3, [655078, 559233]
economy : 3153331767, 172, 4, [771686, 422578]
